tweet	label
i no too rate them like that based on wetin dem don do me but na dem go still ruin me last last	negative
you can compare messi and ronaldo and cut your lungs out what i wont take is coming with that smelly dirty disgusting nigerian mouth to say messi no good na make him leave barca or ronaldo no sabi na he doesnt have balon dor yenyen just argue and dont say shit	negative
just when i thought was a noshow for me my dream to chop life this december can now be a reality thanks to with the gt plus jolly fest chop life december is assured and for shikele money sef just check out the awesome packages in the combo	negative
salami don send hin yearly vn again e burst my head	negative
who dey cook this kind scenting stew on a sunday morning abeg im hungry oh na to carry plate go my neighbor door remain	negative
don eazi if you nor check my entry baba i go cry o i nor too get followers so e nor dey top entry as par views but its one of the top videos as par quality baba check am you go like am	negative
wey man go dey see bear like say e dey pepper soup joint i no do	negative
e be like say dem don curse these guys o	negative
i literally feel sick to my tummy and i dont even feel like doing anything today but im on the street oof lagos hustlingif tomorrow i buy a housecar and any fool come out to say na runs she dey do na just know that god will punish you na dog go chop ur mouth	negative
mtn dey mad dem don turn scammers they re just sucking our mb anyhow like when mosquitoe suck blood	negative
me wey stop to dey watch after st half the season is over for me thank u to think i was planning to spend money to come to watch a match this year at d emirates na this rubbish i go come watch	negative
people wey dey lead us dey forge certificates up and dan abeg who certificate help gimme the money	negative
forget fine boy in a suit and tie shit don catch you for inside traffic before and the thing be like say e go dey watery	negative
please help me call that angel in charge of relationshipslove affairs e be like say dem comot my name for list	negative
see me see wàhálà ó na so these empty agolo go dey spread stupid rumour on top fb now theyre bringing it here the whey go strike una ehn	negative
shop owners need to know how to relate with customers me good morning sir i came to you store to get a cord yesterday night but the cord is bad shop owner ehn go there and change it now ends the call na my money i take u na se u dey mad ni	negative
oga don let me cook indomie like yoruba person now na only pepper i dey chow so with tears in my eyes	negative
i am really sorry i know i am a disappointment i know all the health benefits that u av alws bn preaching even me im not proud of this but tonight na me and dis ebaa oo	negative
this overnight knacks pack topic dey remind me of bb of years ago lmao e get babe wey threaten soak my guy shirt and jean inside water make e no run	negative
i am tired of not having constant power supply im tired of the insecurities im tired of our leaders not doing the right thing im tired of the selfishness and mans inhumanity to man im tired of saying e go better im tired of being tired	negative
if i see these kain pictures i go just dey pity potential babe im only fine like once in two months and na for night my beauty dey come out	negative
you sabi the thing come dey tally your scores boys go dey find spreadsheet to know where hope dey or the number of resitrepeating students	negative
my mention my following dis evening my phone sef dey freezelet me tk a break so d phone can rest ill be backim super happy	negative
in my area my mama say we don stop dey chop meat for house	negative
abeg where una dey see love now	negative
e b like i chop jazz inside this man vegetable soup because wetin b this feeling	negative
this one don wash hand comot for anything wey concern heavenly race	negative
hunger wan kee me now you con dey tweet this kind thing	negative
nyesom wike is this rochas okorocha is that apc is this pdp is that lori iro na people wey dey fight dirtyto death because of them i pity pass	negative
lmao i just remembered how a girl slapped me in secondary school after night prep i turned the second cheek to her so she can slap it as per the bible says if someone slaps you turn the second cheek deep down na lie oooo i no sabi fight na why	negative
you dey mad kepa wey no even play anything werner wey dey miss like mumu what is a kovacic	negative
sneakers fc if una lose make una no come online ooo e be like sey these ninjas mean business o stationhead faceoff	negative
i think its high time i stop using mtn i can sub in peace shen e shiere ni how una dey chop datauna dey mad	negative
imagine make olopa dey banter me dem no even care about my mental health say i go fit drive reach house or make them escort me	negative
these ones don comot the remaining naira wey dey my account nice one sapa nice one	negative
all this our babalawo just useless if na to do ritual now boom dem don see head awon werey	negative
i don finally comot my hand from anything wey concern love the last girl wey i treat like egg them don boil am chop ‍️	negative
who are the students that voted for this one abi na selected voting dem do cos im sure no reasonable students would vote for a yrs old man as president of nans i weep for this country no hope of getting better youths are leaders of tomorrow my foot	negative
peruzzi some people dey use charm for you o dem go just ask send me money gbam you don ask for aza but me i go write epistle till tomorrow shishi ion go see is it well	negative
na this kind wan go bite off your penis when una don reconcile when she dey give you bj	negative
dis is so unfair and ridiculous plsss find a solution fr abeg dis is nt getting funny agn owho does dis nw	negative
but na true na nobody don invite me for turn up	negative
jetawo sef dey call me boss why you dey follow them whine me like this	negative
devil won punish airtel dis night and dem no wont make i download the finish u dey see dem abi	negative
i just dey argue about the hxh ish i no like dubem e dey slander my black clover	negative
ill probably have sex with my partner for years before giving birth to any attention seeking rascals e get as e go take sweet reach e go enter years️ oddyandoddreamyflow state lucid dreaming‍️	negative
broke people like us no be us dey rush airtel na dem dey rush us	negative
twitter friends abeg make una dey useful for once i need k frm una if you knw you love me buzz me abeg be a good citizen please help the needy	negative
aa like us no dey select genotype na dem dey rush us	negative
lol na their mumu dey make am sweet na we need them to die na	negative
hopefully i get my request treated by tomorrow i was damn busy didnt have time to eat shuffling between marina and iganmu like times and na una processes we dey digitize ooo‍️	negative
pastors dey kill each other because of of church we wey no dey gree go church we never commot hair for person body before una wey suppose help dey kill unasef just imagine say as jesus run shows finish go back him papa house the first disciples kee each other finish	negative
this lodge and jehovah witness ehn na so i enter their hand immediately i opened my door like sey na me dem dey wait for na only my lodge dey futa ni	negative
oluwa wetin dey deteriorate wetin dey sofun daanu i cant make feel my hends	negative
its not even for delivery o we go do some personal stuff but your bros wike don practically remove bus stops form where dem dey before ‍️	negative
see when dis mumu generator dey come shut down when i never save dis work ah go start all over	negative
na wa oh because you offered me sex and i said im not interested you decide to go around telling all my friends that im uselessladies is this how you guys do now‍️	negative
this weather should pick a struggle please if na hot make e hot if na cold make e cold which one is heat and cold together	negative
im looking for valantine too oh make e no be like say i dev vex	negative
before i took this picture ehn the kind of run i did anyway who don fine don fine im still your surest plug for quality bedsheets and duvets made from the finest cotton quality for your kids and you come and patronize me today and testify	negative
thank god for that password wey lasu put for lidc you go just dey cry your cry for house your mama go dey ask wetin happen you go just say you dey meditate na only you know wetin do you	negative
ur last year bday lol pls no dull us dis year my wife don dey ask me fr location already	negative
this wizkid and ciara turn on the lights mash up is the most amazing collaboration that never happened magic voices baba oya still give us the alicia keys joint na wetin dey occur sef	negative
me sef no dey house na been outta here for a while too glad to be back here though i missed everybody	negative
na so nnamchi them wan take kill us we no want algorithm una wey sabi book go dey oppress studiocode people like us of = of = of = of = ️ i use calculator for the addition sha	negative
dey pain me reach bones say anytime i talk with my cousins or friends from benin city dem go chop bini like cabin biscuits and ill be replying with dirty english who do me dis thing self	negative
just tiri days into the kind of lies i dey see on this don dey off me	negative
na man utd women own dey vex me pass like when una start	negative
na you literally dey on top my tl dey sweat on davido matter since guy focus on your idol nau or sake of he no get hit for like two years now	negative
god i hate this kind of thing u go dey explain a character in a show or why u like a certain music and u will see how they start judging u e dey pain wallahi	negative
i dey try i just wrap myself like moi moi for bed here i dey get severe heart burn and belle dey pain me e dey hot from my chest to my belle god i beg	negative
the sun wey dey beat me like this eh i don black	negative
the comments says it all na wa for that woman and the guy wey him talk to like that na my guy	negative
omo i don chop press phone taya hungry again and this lowbed never bring these machines come i don taya here na	negative
omo sent me vn ni sha thank god im alone in store see me blushing and smiling momma so fine she still con get sweet voice weh fit make man god bless you maam	negative
baba god wen now early momo monday morning person don see woman dey sing song of praise ontop him head	negative
listening to chidinmas im wonderingna wa ohna so we no go dey get banging tunes again oh im happy for her new pursuit shagod bless her tremendously	negative
people dey foam for mouth dem no wan go ye into the world again ni	negative
but why e dey shine eyes like that e nọ plan pay	negative
na wa ooooo so una really wan see convulsing cumming lady hellfire go quick full like jesus said	negative
dis mfs are milking us dry mehn imagine decoder wey neva reach mnths oooo dis pipu they cheat us ooo normally i shud be given a one na heavy thunder go visit dem soon awon ole	negative
lol e sure me say na mins hold up be that abeg make dem come lagos come see hrs traffic	negative
my dear e fit be oooo cos that year i de confused	negative
team wey i carry straight win don dey lose	negative
why havent i been lucky enough to get credited as regards this e dey pain me gaan we wey need the money gangan	negative
wetin den use do head self wey i no use biko tell me not even a giveaway won since day break what is my offense	negative
haaa mogbe ‍️‍️‍️ tried to reach out to know wat i did to fi sha mi ni blocking pfffttt no response i dey my dey na so my paadi yan mi say my blocker say i dey disturb am and na why ti mo shey gba blocking person wey i no ask	negative
a lot is happening but my country case is worst oh corona pipeline explosion boko haram nepa wahala dey one side all dey can do is to celebrate the removal of naira from fuel ️ lord na who dey do us	negative
jack i am tired of deleting tweet cause of small error o ki lo de na and you too sebi you know what should be there right fit it in and stop stressing me elizabeth ko lo bi mi	negative
abi na na where those weed smokers dey i dey come hug us ma dey cry for you already	negative
e don happen‍️‍️‍️ person wey get jamb exam by am today sars just release am sars don jam am	negative
im tired of walking this street without this kind of story na imagine no to do with it sad na so lemme be collecting lesson	negative
incase you didnt see the previous tweet i said you can start bringing your clothes for sewing o im out of camp if youre just knowing for the first time im a tailorfashion designer and my brand is please patronize me aswr i no dey disappoint	negative
baba watch this video and laugh small i dey reason na wetin person like you fit do	negative
this assu sef so somborri canno play with you again just because we beg for small rest e don turn serious thing abeg we no play again we take god beg you to call off this strike its not funny again	negative
walahi dis diamond n access bank merger is not making sense to me how n to think am now an access bank customer how dat bank i no dey feel dere service at all there staff always looking boring or not smiling dozie u no try oh my diamond	negative
see eh broke die i no fit move until i see your light i cry a river if i fit walahi	negative
seriously why dem no dey call me for the dollar rain sef its no fair o	negative
never man will call me for hr and its full of insults bants abuses but deep down we know the love real af something we will never trade what is kiss smiley and mwuaah na abeg abeg that boy is foolish	negative
a whole vice president is infected with the virus vp wey no dey enter public transport o wey no dey stand for bus stop ha	negative
e be like dem dey boil nigeria for heavenheat for delta	negative
its hour now beans no wan gree soft instead na burn e kuku dey burn abeg who i offend please forgive me allow my beans to done na i need to chop before i go work	negative
i really want to whine him but e fit mute me again make i no dey see his status	negative
women no get joy oo dem go vex you na you go still apologize which kind life be that	negative
seriously if dangote still dey find money i wonder why i go dey satisfied when i never even get sef good morning sir please kindly help retweet my customers are definitely on your tl please	negative
spoil yourself with affordable luxury month is ending tomorrow of your salary wont kee you abeg buy from me na beg i dey beg oo pls if you come across this on your tl rt for me god bless you | asuu | funke akindele | regina daniels | mompha	negative
d lyn wey u tok just make me de feel wan kind dizzy	negative
when im at home sometimes i tend to forget that i aint browsing with office wifi i go dey stream videos music mtn go just dey smile dey sweep my data	negative
if na this oscar award winning actor now i will understand na person way no fit navigate elevator dem dey do like this	negative
make my content be my followers will never engage e dey be like say my tweet dey smell to them e go be sha	negative
now imagine thinking about sars before wearing a particular cloth drive a car or use a phone thinking this will look too flashy for sars even me wey dey wear suits in d last years sef sars don do me stop and search	negative
the pankere wey we dey chop like water then it was like there was blade on it bad thing is as a cool aunt you cant cry ordinarily i suppose sit for floor dey cry like pikin with the kind of pain i felt never again	negative
e dey pain me like say na me dey there	negative
i don reply so tay sleep don dey catch mei really want to win these thingbut i honestly need this money to pay my suppliers to order new stocksi sell shoes clothes and bagsam in debt pls i still a student	negative
sisssss na to dey ontop bed dey collect drip on top drip	negative
i no dey carry food play abeg na god name i carry beg you delete your tweet abeg dont be like this its to early on a friday morning na	negative
lmafoooooooooooooooooooooo buh tbvh i hate that shit remembered when i was working on a project and my guys gf dey do birthday the mc na our guy omo small thing engr chuks come clean chair for celebrant engr chuks come cut cake na you na money man	negative
person way no dey collect nysc allowee again na small thing dey vex am	negative
na person preeq dem dey drag like this im here for the violence	negative
bro i no get club again i don resign stupid club no fit kill me abeg win trophy you no win sign players you no sign win me k you no win i don taya	negative
i dey see them on a steady a certain time one even use shoulder jam me and apologized if dem stop me i dey stop give dem phone to check e be like say dem dey use jazz no say i no get bar	negative
na make hin ride last forever be our own prayer make hin reign be like royalty way dem no fit sack no leave no transfer	negative
bless my month na boss make i mail you one song na i don already keep your verse since years now o	negative
you serious forget awon seniors tooo bad na small remain make i propose to you for hod office when una wan graduate	negative
abeg make i go chop my bread and tea again if butter no dey jam go dey if jam no dey sardine go dey yesterday own na two dey inside maybe today own go carry one this life no balance	negative
you wan know bg you go know bg when you see bg you wey dey find the pity tell odogwu say we like to party just call me you wan know bg you go know bg when you see bg ahhhhhh please i want to win	negative
good evening my fine fine people of the earthi come in peace ️ please dont be scared of patronizing your girl ayamu real and i sell undiluted oils ️️️️️ abeg patronize me make i fit chop nah	negative
something is really happening in nigeria certificate wey some people dey struggle to get nah so somebody dey spread az untop smh	negative
i pity short guys sha you wan suck brezz your dk go comot from py you wan put am back your mouth go commot from brezz that thing dey pain	negative
when babes like una no come toast me na one gardi dey do am na una cause am	negative
na like this we go dey dey where is our joy and happiness nigeria lagos nigeria	negative
but one invite out like this na bed i go dey dey give excuses upon excuses i will now start complaining i am bored i dont have anywhere to go etc i am broke i dont go out when i am broke is this how ill continue with myself im my own problem	negative
my mum can cobalize shaso im on the phone with her me how are you mum im fine im getting ready for my uncles burial your grandad is here o me abeg his talks are long ill call you later mum with a loud voice lisa you dont want to talk to your grandpa	negative
what it feels like to love a woman people say im too playful laugh too much unpredictable feisty stubborn wetin i never hear but those i most agree with are intelligent hardworking strong generous and good hearted woman im amazing me sef know	negative
in wizkids voice una dey post coffin after my picture because of burial money una forget machala shey nice one	negative
one time one of my guy been read hin babe message with one guy and hin babe say i really wish your choking can be firmer and you spank me harder my guy wan craze me wey no sabi console come say she suppose dey manage the choking like that na na so cry start	negative
people think im okay but within me i know i am not how can a yo beat me at fifa like a thief who stole a phone inside computer village no be say e beat me de pain me na the way him de say stop giving excuses kubi ill be back without mercy	negative
people are wicked sha person wey tell me say love na scam don propose to woman and me i still dey float	negative
omo today i say make i enter market to get some food stuffs cos its been a while i cooked and i was flabbergasted by how prices of food stuffs has skyrocketed na so the girl wey dey sell begin laugh me say bros be like e don tey when u enter market o	negative
they will always bring up a different story since dem dey play us like a soccer game apcpdp and every goddamn political parties in nigeria are all the same na their name different the monsters you made don come back to haunt you	negative
wetin baba talk self koyemi well im not even surprised but i dey reason say shey na inside movie alone karma dey god shey na like this we go dey dey not even a word on peaceful harmless protesters that were killed wtf	negative
this nigeria we no dey chop food na sweet we dey lick	negative
e don tey wey fkabudu block me now im feeling like a bad person seeing all the good shes doing	negative
person wey tell me say love na scam don pick date for introduction ‍️ this life ehehe no follow people mouth	negative
omo the poor girl been wan follow am die oh dear future husband dont try this abeg i dont have tolerance for such situations my bp fit over rise	negative
e be like say na to disconnect my light and go buy generator oohow can nepa bring bill for a room self con monthly shey una dey ment ni	negative
i stopped at seconds alaye aye e de ma baje ni awon wo ni children e abi desmond think say na film we dey act ni	negative
please i want to sub na since morning service temporarily unavailable na hotspot person on for me so please na i want to sub and work the hotspot wont be on forever na whats happening	negative
nawa o no be to dey hide phone or to dey dress like poor person again now na nyash we go dey hide godforbid this stupid sars guys im heavy on this thing now i dey go protest today	negative
be like that thing wey dem dey use kill fly with electric shock	negative
make dem no near me tommorow oh cause walahi i go commot person teeth and the weyrey dey smile with me today oh	negative
abeg make una buy perfume na from very cheap make i fit see money continue this protest ejor abeg edakun make una help me oh girl is super broke	negative
be like say everything na simulation make dem wake us up say dem no kill anybody and there was no rioting by hoodlums and our government actually did the simple things that we requested	negative
god send helpers to me dis new weekcant be eating like dis im in ur hands oh lord	negative
ofe owerri with a difference made with goatmeat pomo snail cowleg smoked catfish smoked panla stop killing those that are patronizing me na person wey dey alive dey chop i deliver to anywhere in lagos	negative
i should get mojs gift to her and pay for soup o but to comot for this room na die i don tire	negative
fine boys like us dem think sey we get babe so dem no dey rush us	negative
as dem dey beat chelsea e dey sweet me for body	negative
na the problem with attending day school be dat you never chop experience hope theyve sworn you in	negative
which kind wahala be this one na abi una dey plan us	negative
bro na sars office u de drive go why you de sweat like this abii make we give u oga sega number	negative
oga common sense use your common sense wen talking because every strong house starts from the foundationwe had yrs of bad governance and terrible looting of fundsyou people for yrs didnt do any betterall of una na the same thing so kindly shut up there	negative
they want to increase vat by to pay minimum wage you see that tradermoni wey una collect una go vomit am back oh my nigeria the rich gets richer the poor gets screwed	negative
abeg oooo epp me beg dem we no get transformer na highlight i gast watch	neutral
i no blame you na rochas i blame still better than wike wey dey carry machete dey give press conference abeg no commot on saturday oo make em no kee u cos u never settle me and i go cry small	negative
u follow me i followed backin less than mins u unfollowed me n u think u are sharp u must be mad una mata don tire me dont bother following if u wont stay as a follower thank you	negative
lol abeg no vex na play i dey	negative
i dey inside church guy i just happy say dis cwo woman no sabi read	negative
lmaoooooooooooooooo just give us the handouts we sef wan be like people wey get sense	negative
saga maria wan marry you you dey follow sunita up and down like say she lost dem don use indian jazz for my boy o	negative
dey do great link up play like say na wetin i go chop	negative
e no dey go wellbut i need it to calm my nervesi dey boil this chelsea team no strong like that oooo	negative
why e be say any club wey i support dey collect piping why	negative
your prediction pure o abeg e be like say you fit see my future	negative
dear kings i no go talk say make una no marry breast and bum bum o but try marry brain join o dear queens i no go talk say make una no marry physique and preeq o but try marry purpose join o e get why o ire oooo‍️	negative
the thing dey go round e be like say them dey serve amon a platter these days	negative
sometimes i dont like the fact that im not outspoken beyen beyen na last minute i dey always change am for people	negative
oluwa pick my call na omo i dn call and pray now na social media i wan call ooo god no go come from heaven ooo na man go run am for e fellow man	negative
omo una no de play ball for una estate again i don fat	negative
abeg i no dey see your emoji i no get good phone	negative
m calling my producers de act like de dont see d calls its later de will want to start doing rush hour for someone	negative
planning a wedding na stress weve been on style since morning we finally decided next thing the bride wee say is make una ready to wear girdle oo cos belle must enter inside how rudee na to stop to swallow eba till april	negative
i ask this guy can you make this shoe shoe maker oga i fit run am na small work i ask him again you sure say you fit do am shoe maker ahh oga u dey doubt me i go shock you now see truly dis mad man has shocked me	negative
see person pikin dey ask me how to change school email password me wey forget my school email address cant even remember d way it looks like	negative
na true you talk baba but the thing be say if you stay indoor hunger go kill person u go outside corona go kill person either way na die na god go help person for this great dilemmacoz as take dey real na so dey real me self dey feel am now	negative
na alert i want ooo abeg coz who no go no go know ooo hunger dey kill too yhemu anything at all i go manage am even if na kalert alert alert and please can someone tell ncdc to stop with the message my fone don full while my belle still dey empty	negative
all the fine fine girls wey dey diz world my eyes no see dem to date na man im crying in egbira	negative
football don start again like this one game don dey cut my ticket they cant even do good welcome back for me	negative
girls dey no no under this thread but na them dey help am follow client talk	negative
today fasting no easy o e be like sey na in we dey do today	negative
god have mercy youre cute even gap toothed na waa o am married abeg make una no come for me o just admiring gods curious art in human flesh	negative
dem no dey give person food for dream again o tinz don hard	negative
exam na school disease uj students are highly contagious right now abeg make exams no be part of school na wetin una think	negative
lol na so e pain you lowlife pls caput quietly abeg dont smell here	negative
una wan kill man city bros make una calm down na wetin happen self i greet you bros	negative
i dey complain sey i no get blood for body light kan dey shock me again life what is this naa	negative
reno de disappoint mi sha baba use style beg say na e no knoe say na her	negative
peruzzi too sabi abeg the guy dy sing e dy sung e dy sunging finally a fan of peruzzi	negative
ermmm ekaale nigerian time oo pliks i don watch una video tire give me my battery oo plus we do not deserve you guys again the videos too dey short fà make it longer oo teinz ‍️‍️	negative
where dem see this dj he is dulling usthe barber shop down my street sef dey blast better gbedu pass am	negative
which kin heat be dis man cant go bak to sleep like this abeg wia dem dey sell fuel early momo like dis	negative
im fine thanks for reading na lie o im not fine please call me im experiencing heartbreak for the first time this year god why me	negative
im not even exaggerating na big ass fit kill me inside this life like wtf why why i cant resist	negative
my sweet sixteen she leave me go married years old before before she talk too much she told me shell never let go now she want a man like dangote she no go stay if the money no dey she no wan follow small boys dey play she no wan follow small boys dey wait	negative
you no hear wetin malaria dey do us bah na proud you hear	negative
~ ifu wey dey down bottles of legend in the house and mama no dey shake guy fear short girls with muscles na woman like that dey beat man hands down if them allow her slap ahneeka that day he neck fit shift	negative
shebi na teams wey dey perform well wey fans go siddon compose viral club anthem imagine the entire stadium roaring that song as liverpool ripped city apart home and away wow united cant even fill old trafford anymore wetin una want make we sing about	negative
the kind waka wey we waka today on top house ehn	negative
site supervisor e no good o na the site money u give me that day wey i save i wam sharply withdraw like this make i no kill myself	negative
this my neighbor don on hin generator again i no go fit sleep again	negative
lmao im thereabout but e be like say fat and big belle don make me they look like gbemi	negative
i swear thats exactly what im worried about tbh questions questions that booklet na like pages na haha nobody can tension me o	negative
seen not sure what shes doing thoughe be like say she wan become snake	negative
because say i no get money i tell you make we busterines you no gree comot pant	negative
can you just shut up abeg like shat up sheybi na your pikin them burn you for her mouth dey yarn okoto like this	negative
e fit be cow i carry takeaway when they give me price i was like huh what i chop	negative
na chelsea win na arsenal fan dey power drunk	negative
sum ppl are actually lik mc oluomo on dis twitterdey av d remote control of all d agberos on dis streetwen dey tel dem to attack or notdey are d ones commanding dem naw to stop attackin ighaloiheanacho nd our refereend d attack wil stopcum fo dis ppl ur own risk	negative
im telling you some of my group friends male majorly were saying she might actually love the man and that love is sometimes not enough i dragged it with em so tey dem tire for my case	negative
lol do you know some of your other stuffs have been before you got them or even the fast food or snacks you get sef maybe person don scratch yansh before dem carry the bread enter nylon	negative
im not even looking for any female right now i get mama wey dey gimme love lord where is the mula	negative
hungary win or draw don bin grand audit na hunger go kill una entire nation o	negative
remember wen am in primary school my teacher use to teach me a song theres fire on the mounting run run run na naw i notice that song oo as nigeria day na ritual go help you oo	negative
this ajah traffic no just get joy sha na traffic go return the stress wey the pamper commot before i even reach house	negative
please if you no sabi where you dey go no carry aboki bike you will suffer i repeat you go suffer e better make you trek and dey ask people for road this aboki bike man show me shege today	negative
my g to me on the phone just now jide e be like say na only me and you remain for this lagos o everybody don move i for laugh but that shit really aint funny	negative
closed mouth is a closed destiny o my dear talk true o you fit see your future husband for here o me i kuku wan chop rice	negative
onile all those super mario coins you no allow us chop that year i hope say you e don turn millions for you today	negative
my first business crashed because of this size wahala i saw this halfpolo tshirt and loved it i ordered one for myself to feel the quality i got it and it was nice i ordered for another pieces of different sizes uncle na childrens cloth dem send for me premium tears	negative
passed nobody bring new same i de get hope say we still de new year week don end hmmm on this note i rest my case	negative
akporsa beg tlk trueif wnjaarku na ur brodau go stll allw amdey speak engradiobc we im brodas wen write petitionbrila	negative
e fit cos conflict unto say why the man gats rescue the woman say the man dey try talk say the woman dey weak next thing the two kingdoms go get issues and like that hatred go start	negative
i sha no understand my ig‍️ i dey see plenty followers for my tl but the number of ffws dey reduce e dey pain me	negative
so edo pple una don carry una leg come out see una for cnn trafficking ur pple	negative
e don reach my own u wan come change format	negative
wetin dey happen na everywhere just dry shey mazi don carry all di drama go ni	negative
bro i swear i feel very uncomfortable wen they call me sir for my mind i go de say i hope say dis man no say i b small boy or mayb my voice de deceive them	negative
yu wey don get space for thr rm up bunk nigga pls contact yabaleft asap dat my prayers wud be answered yes	negative
these days to dey comot no dey too hungry me like that again i am living such a boring life	negative
no light in citec gwarinpa please epp e be like e don dey master una sha	negative
this heat and no light since morning god na your hand e de now oh	negative
me sef shock even people wey dey this entire world no pass billion what is the reach of dstv again lol	negative
tried of my cso wakes pass role cant wait to go home been one of the longest day in my life as person never make man no fit sidon look maya ikorodu	negative
wetin bro chimezie go do he don cry tire sotey e eye come swell up like say boil catch am him dey vex for aka	negative
lmao dem dey mad na who born dem	negative
most def you will get tired of his points sef	negative
who baba please chop pepper oo e be like say u don high oo sevilla beat me bawo	negative
i dey complain say funds no dey you go root this post out how helper wan help me like this	negative
e suppose shoot seun	negative
na demo o i dey overleverage steady the losing trades dey vex me	negative
bro dont do this to us	negative
imagine say you cast for lagos omo e don be	negative
ashlux cap wey come be k unko make u come enter bike breezz carry am enter canal	negative
are nengi and kidd dating too una globe people like to insert una mouth for matter wey no concern una if we come for baby elephant now you people will start crying	negative
you sef dey act like depe person wey dey collect choc from mary and martha no go don sabi them	negative
these girls don collect all my money today which kain wahala i enter like this	negative
abeg i nor do wahz dis na	negative
when ure eating all kinds of meat and then ur mind is like chop am ochop am wellasna sit ur belle go suffer when sit up time don reach	negative
i no fit ever forget tom ford wey i buy k wey smell like say them mix face powder with water carry gimme	negative
like play like play eric don die he carry that powerful voice go like that na wa ooooo what a sad night im so broken rip eric	negative
people wey get girlfriend dey here dey do video call and then theres me	negative
come u this child leave me alone na na u fess snap person pishure na bcos of this thing i dey see family members run so	negative
why mama dey para she sef suppose dn leave street make she sempe	negative
lmfaoo this nurse doesnt know im mad dey slow am i go dey increase am	negative
my crush no dey reason me again oluwa wetin dey occur	negative
we decided to help dia life and give dem better music na arrest dem dey arrest us uganda will suffer for yrs	negative
didnt i say itmo ti unfollow e na man wey wan sell fine gate	negative
facebook na worst place to be doing advertising on it so many dumb questions wetn dey vex me pass say them go see your price on a product yet them go dey price the thing as if na meat them won buy god im stressed	negative
what kind of dark joke is this this night ehn abeg its past midnight na now ghosts dey waka o	negative
lol baba dey change squad like say na friendly b every game im tired	negative
my brother we don forgive you but we cannot forget argh you sef reason am bro e dey pain me sef like this	negative
na wetin samson bin dey think be that before him find out say she don use him head play gg and ov	negative
i post a video on my whatsapp status and my own blood quotes it with so lonely better goan find boyfriend boys don dey form for girls nowadays o please who needs a new family member im giving out for free	negative
because our politicians sef dey tiff	negative
na dis kain tin u dey like️	negative
wetin people wey no like sports dey do with their lives because what is this nonsense life	negative
i no ask my broda as i wear hin shoe do this videonow the shoe don openna we dey solve like dis ‍️‍️	negative
craze man no be who naked dey waka o you dey mad pedophile	negative
wetin dem no do during talking stage dem no fit do during relationship in that case sha	negative
trash talk all of you are mad plus the teacher oh plus the police ko ni da fun yin shey naso dem take treat you when you dey small be that omo if na my pikin dem do like this peren na gobe oh so long as he didnt steal or kill someone una don die bdat	negative
nigerian men really need to be more romantic ffss wetin be this ‍️	negative
na yeye we must fit in mentality dey cause am we too dey streessss as muslims we want to please everyone like fgs lakum deenukum waliyadeen dey your dey make i dey my dey	negative
people wey e no better for sinceno be today nyash dey back naw	negative
plus this one wey dem dtey vex say dey never give them allowance	negative
to comot house don dey look like hard work	negative
na style u take dey tell am now for twitter o so him go know wetin him wan enter so	negative
i think say na only me hear that nonsense talk na now i realize say jay dey very immature forget the beard dude reasons like a teenager	negative
lol okay see as dem dey destroy una for twitter	negative
i need shoes sha but if i text philoe now my bank account just fit disappear	negative
