tweet	label
اجمل وارجل واشيك شعب فى العالم شعب الشجعان بنت ارجل من العالم العربى كله'	positive
yalah kan9ob fin ntfrj	neutral
من ينتقد بن كران هم خصوم معارضة لى خاصها هي سلطة لا تهتم لوضعية مواطن	negative
hhhhhhhhhhhhhhhhh matjawboch hada rah la9itt mne douk dzarin li ness ness lay3fo rah chb3o fih m3yor odb ja andna	negative
شكرا اورونج فالا نترنيت تصل الينا حتى البوادي وان لم اقل الجبال فاورنج انهت عزلتنا شكرا مرة اخرى عيد ميلاد سعيد مع المزيد والحرص على العمل '	positive
wa ri sokti koun chi ana koun chti hadik charfa dyalma3art ach smit tasiltha bahdloha lah ybahdlhom tba3ab lblaa	negative
كتحمقني والله زويييونة تبركاالله عليك'	positive
hhhhhhhhhhhhh safe fda7ti l moufaj2a d momo et hatim	neutral
صوتك زوين لكن أظنك تحتاجين ان تمرني صوتك اكثر و حولي ان تضفي طابعك الخاص في اي اغنية على كل صوتك جميل و انت جميلة اتمنى لك التوفيق والنجاح'	positive
chad lil tfkr f hyatk	neutral
العدل والإحسان طالقا السلوگية فرمضان وهضرات على عشرات المعتقلين بسبب منع نشاط طلابي على التطبيع.. والبوليس: مكاين لا تعنيف ولا اعتقالات,	neutral
saraha kay3jboni l aghani romance 3lik kter	positive
البكاء ليس سمت الرجال ..البكاء سلطة الضعفاء لكسب التعاطف ..انا لست ضد بنكيران وانما الرجل الصالح هو الذي يفعل ما يقول ولا يبكي الا عند النصر	negative
المغرب فقمة مع الناتو لتسليح الجيش الأوكراني..الناطق الرسمي باسم الحكومة لـ”كود”: حل الصراع خصو يكون بالطرق السلمية والدبلوماسية وموقف المملكة مع الوحدة الترابية للدول,	neutral
واااااااااااو طووووووووب ولاااد بلادي الله يحفضكم سعد انت التواااضع بنفسه '	positive
شاب شعرو شاب في ريعان الشباب '	negative
rah ghalet ghalt f l3onwan yemchi y9elb fjiha khora	negative
3ide mobarake sa3ide bi siha wa salama wa tawfi9e alfe mabrok li dahabia al 3alamia ahla horia	positive
اودي كونما بنكيران والله لا سمعتي الاذان فدوزام هو الاخر	positive
دابا في المغرب كاين غير صايتي و الاشباح و صحاب البزولة و البيجيدي '	negative
ضاعو دوك 41 مساكن😂😂	neutral
العدالة و التنمية إن شاء الله. ههههههههههههه	positive
hadchi mnin katkoni kharja f zan9a rah katchofi ghalat dyalhom anahom 3acho hyathom 3adi wnsaw camera	negative
لا شَر َّ يؤذينــا لا ظُلمَ يؤذينــا والحب للجميع'	positive
ربي يحفظك ان شاء الله'	positive
hadchi kayn ghi fel mghrib plutôt ghi fel wydad	neutral
الاتحاد الاشتراكي دعم رحاب ضد الحملات لي تعرضات ليها وانتخبها مجددا فالمكتب السياسي,	neutral
باركة علينا بزاف شوفو الناس فين وصلوا واش الامزيغي ممزوجش من العربية واالعربي ممزوجش من الامزغية ادوها في ريوسكم وخدموا بلادكم '	negative
“ال ناثيونال” : المغرب طرد ناشطين صبليونيين كانو باغين يتلاقاو مع الانفصالية سلطانة خيا,	neutral
صحفي مفقوس مسكين'	negative
hhhhhhhhhhhhhhhh dahk rafihouum omahassin biiih ila bghaw ihadro iba3do 3la moda whadro khenzethom akbar dalil hhhh	negative
سيري تنعسي قبل مايفيقو العصافير 🐦🐦	neutral
chehad chi khesskum abssat haja dkhlo fiha btissam w dounia rah bnadam kayntahal chakhssya	negative
oisala fi nihaya kariban 3ala hodod ikhoi algerer help me honak dolm hogra kam3 fakre intihak hokoki ana mohadad fi maghrib	negative
رأيك يحترم لكن أنا ﻻ اتفق معك.مادا سننتضر أدن من العدالة و التنمية إدا كانوا لا يحكمون؟ فليغادروا المشهد السياسي ادا كانوا صادقين مع الشعب.	negative
الكَيرا فأوكرانيا.. روسيا كتهدد باستخدام السلاح النووي و وزارة دفاعها : 14 ألف تقتلو و16 ألف تجرحو من الجيش الأوكراني,	neutral
ستندم على هادا يا منير الحدادي . من صنع منك الاعب'	negative
هذا السيد حقق انجازات لم تحققها اي حكومة من الحكومات السابقة	positive
ن لا ترغب أن تلعب مع الأسود ! الأسبقية و المشاركة لمن له غيرة و قتالية على بلده و لمن شارك في الاقصاءيات و ليس لانتهازي اختار للعب لبلد آخر !!'	negative
law kan maw9i3na 3elach rebhou bochoucha o khelaw salma rachid ach had lghaba2 lah yeseberkom mesaken	negative
jib chi daif jdid bhal said nassiri oulla mohamed nassib likhrj bouzbal	negative
awel haja galina tbib de khedma hya ke les fumeurs i9edo ichedu lvirus kter ikon kdeb 3lina 🤔🤔 o 3awtani rah kan galiya tes depressive o khassk tchufi psy 9bal ma diri fe rassk chi haja 🤷‍♀️🤷‍♀️🤷‍♀️	neutral
الثنائي كريم الأحمدي وسفيان أمرابط يتألق ويساهم في الفوز والتأهل أمام ويليم في كأس هولند'	positive
hnaya mgharba ohobna li ihab mitl hobna li hanan bas iza ab3adat 3an lmoharij ya nas mahbitouch fhmoni	neutral
wwrawni nchofo kifach 3rafto anaha tssajlat	neutral
b7al hadchii lli khasso yb9a yhat f hissabato machi sowar 3chwa2iyya	neutral
صحافة البؤس،داعمي العلمانية النجسة ،افكار البام العفنة.	negative
دخل الحكومة بشعارات التغيير لكنهم أفسد كل شيء حان وقت الرحيل و المغادرة	negative
3andi 4ir sawlt 9aloli momkin nsawt bnfs l2imayl fga3 lfi2at sa3a mara kayt9bl mara la glt ila 3andk chi 7al	neutral
جوهر عموم الناس في المعاملات'	positive
ehab makhabch souhyla hit hya ghir katbaha bih	neutral
men bab terche hiya ta3ni chi kiv li gelt ane 😉😅	neutral
pliz akhti khasna kamlin nkhdmo 3la had hachtag f maslhat hanan	neutral
شاء من شاء وآبى من آبى ..'	negative
الأسعار دايرا الگرون فكولشي.. وزير التجهيز: مواد البني تزادت بزاف بسبب تكاليف النقل,	neutral
أزمة “أساتذة الكونطرا”.. بنموسى: حققنا ليهم عدد من المطالب وآخرها الانخراط فال”CMR” وعبرنا ليهم بزاف ديال المرات على استعدادنا لفتح نقاش صريح,	neutral
khes ykoun 3ndk dakchi dyal n7as bech tvalidi dif b 11 ou nta kan 3ndek 225 f controle	neutral
good luck for ur concert tonight hbib dyalna🙏akid 7atewlaa3ha🔥bas kanet 7atewla3 aktar law kunt ana mawgouda😔💛	positive
اختي ليلى الله ينجحك و يسهل عليك كل ماصعاب قولي لي الموضوع العام لي عطاوكوم فمباراة المالية الله يرحم الوالدين هاهي نمرتي فالواتساب '	positive
chi wehdin ybano ghi f chofo m3ana had lmo9abala min jito jito beda 3awno m3a f teswiit wela tedkhlo ghi 3la hsab lmeslaha	negative
انرتي نجمتي'	positive
مسؤولين كبار فالشرطة الإسبانية والحرس المدني : دعم الحكومة لمبادرة الحكم الذاتي ساهم بالزربة فحل الملفات الأمنية العالقة,	neutral
ach daret 3awod mbc hhhhhhhh daba nedkhol d cava azin kander tlila hna wlhih d belya khayba	neutral
لا اله الا الله. الله ارحم التلميذ شادي . واصبر ميمتو . لي مات ماعمرو إتعوض وخا عطاوك مال دنيا كلها . إنا لله وإنا إليه راجعون .'	negative
حتى اجد الشغل و الكرامة و الحرية و...... حينها ا فكر في الصحراء.هدا الامر لا يهمني اطلاقا.و شكر'	negative
اتمنى صادقا ان لا ارى بعد اليوم صور هذا الشخص على هذا المنبر .كفى معاناة'	negative
أرفض رفضا مطلقا مشاركة هذا اللاعب ضمن المنتخب المغربي'	negative
قدوتي رسولى سيدنا محمد عليه السلام اللهم صل وسلم وبارك عليه'	positive
j pense dakchi d charikat mohal tjawb 3lih nsswlo 3la hafalatha o aham haja tour o fo9ach ghada l uae	neutral
تنزيل الحماية والقطع مع التخلويض فبناء السبيطارات.. ايت الطالب: رسلنا وصيات مجلس العدوي لجميع المسؤولين وخصصنا كثر من 6 مليار درهم للصيانة وتجديد التجهيزات,	neutral
المشكلة تاواحد محسن من واحد كلهم شفارة بنكيران فايتهم بحاجة وحدة تايتهلا فيريوس لكبيييرة على ضهر المسكين هادشي باش هو زين	positive
كنا متعاطفون معكم أما الأن سوف أكون أكبر معارض لكم بعتو الزعيم ابن كيران'	negative
نزار بركة كعا على البرلمانيين لي كينتقدو الحكومة.. وبرلماني لـ”كود”: مايمكنش نسكتو والشعب واكل الدق,	neutral
الصيادة لا تهمهم سوى مصلحتهم فقط لا حولة ولا قوة إلا بالله '	negative
tfarji fl vedio walaw ghir mara bach tfahmi ach kayn wana manhmalch chi had ana ba3da manchofoch aslan machi ntab3o n3ayar fih	neutral
حرق حتة قماشة عنف و رعب ؟! لكن الاحتلال و قتل الاطفال و الشباب و اعتقالهم سو كيوت '	negative
سير بلا رجعة. دون المستوى وأي فريق سوف يتعاقد مع هذا الفاشل سيكون في القسم التاني.'	negative
الصحراء المغربية بكل متحمل الكلمة دائماا المغرب #حتى يرث الله الأرض ومن عليها'	positive
dkhlo hna chufo chnu tari	neutral
lli bgha yechri taykhaless hadik jou9a dyal les labels	neutral
امتحان من عند الله سبحانه وتعالى لاختبار قدرتك على الصبر ان الله سبحانه وتعالى يجزي المؤمنين بما صبروا الله يقويك الله يقويك يارب'	positive
chofi homa fach ghadi i7a9o hadak achi li bghaw maghadich tb9ay tchofihim fi ta9 ta3 ihab	neutral
hadi li khassha wissam machi dounia batma	neutral
استمعت لخطاب بنكيران وصل المضمون قام بإصلاحات جوهرية غير ظاهرة للمواطن  في الحقيقة الناس خدامين مع أحزاب أخرى وكيقولو سنصوت للعدالة	negative
ra hiya a hbiba li dart lih wahad l9alba khayba	negative
نبيلة منيب املنا	positive
sa7afa d l9lawi qui partage la video des enfants avant dakchi li w93 a bouzni9a	negative
a ghir mwensahoum wellah 😂😭😂😭 w brasserie la cigale in casablanca grand casablanca	neutral
chi nas kihdro m3ak ghir ala wed ewa kayn chi titiz kayn chi kayn chi wa siro 3tiwni bti9ar afak	negative
مبعوث الأمم المتحدة للصحرا: غادي ندير جولة إقليمية بالمنطقة,	neutral
قيادة العدالة والتنمية هاجمات الحكومة بسباب برنامج “فرصة”: 2.3 مليار سنتيم من المال العام مشات للإشهار والمؤثرين وهادشي سبابو ضعف تواصل الوزرا,	neutral
wayeeh serbia 9rit kano ki9tlo les muslims hhhhhhhhh mais daba mab9awch o lah o3lem	neutral
la façon bach kayflowi fih dik lfr7a dial lah wa akhiran l9it la rime 😭😭	positive
raki f chahal mabantich wla rani ghalta	neutral
بوعياش: الابتزاز الجنسي من جرائم الاتجار فالبشر ونسبة الاستغلال الجنسي وصلات لـ50 فالمية من مجموع هاد الجرائم عالميا ف2020,	neutral
أين الحكومة أين المؤسسات الاجتماعية أين الجمعيات التي أصبحت تسترزق على أبناء الشعب بدون تقديم أي شيء'	negative
عموته أحسن مدرب مغربي'	positive
dok rimat li kaylo7 ljassous fkroni f dak dessert w lkhdra li kayb9aw f l3chia dial sou9	neutral
شكرا أخي الخبر تم نشره صباح اليوم'	positive
والاقتطاعات من اجور الموظفين البسطاء و منحة البرلمانيين لانتهاء العهدة	negative
sbah lkhir bety kent kanftar sbah ou tfakartek mazal kantssna f follow dyalek ghadi nktb lik kl nhar	positive
بعد خسارة رئاسة الحكومة و خسارة الامانة العامة للحزب، نعلن رسميا نهاية مرحلة بن كيران السيئة'	positive
lllah akbar kabira wallah ajmale khabar sam3to fa hayati ana3lato llah 3la dalime	negative
كل سنة شهداء بلا حساب حسبنا الله ونعم الوكيل'	negative
ya3tih l3az hit rajal jazayri 9ohh hada howa hna natmanaw yji 3andna n3amlo lih sti9bal wa3ar	positive
الزاكي بحالو بحال بن شيخ الجزائري نفس العقلية'	negative
جديد قضية تبديد فلوس عمومية اللي كيتحقق فيها مع 8 أشخاص بينهم مسؤولين وأطر أمنية.. كَاع المتهمين هبطو للحبس,	neutral
تقرير : الجيش المغربي كيفاوض شركات عالمية باش يشري مدرعات عسكرية متطورة,	neutral
ضربة خايبة لمرشحة اليمين المتطرف تزامنا مع الانتخابات الرئاسية ففرنسا.. المكتب الأوروبي لمكافحة الاحتيال: مارين لوبان فايت هرفات على 600 ألف أورو,	neutral
ضربات الدبلوماسية المغربية دارت زلزال فعدد من مناصب المسؤولية فالدزاير.. جراو على 16 مسؤول فالخارجية ولونصاو حركة تعيينات جديدة,	neutral
nas dial jihawi ra ha kadbin elina daro lina labe9 zeema jam3in lwra9 bash il9aw bash ichwiw ryossa nhar l3id	negative
trans almou nta w zhrak t9dar tti7 f wa7d jdid 7ssan mn ctm c+ o t9dar tti7 f wa7d kfass mn trans kam 7ni9za 😅	neutral
nta machi m3ana 7na lghlade ga3 😤	negative
اكثر من مجرد نادي'	positive
كنشوف بزاف ديال التعاليق ان مزال الناس فيهم الخير...را اكتريا ديال المغاربة فيهم الخير وباقي الخير'	positive
z3ma chkoun li baghi yt3lm l arabe	neutral
💞اﻹنسانية محبة وسﻻم وعيش مشترك لجميع'	positive
hdana hhhhhhhh wa mn chhal hadi chi 5 ans	neutral
mabrouk 3 l clip samo helo ktir	positive
شخصيا لا ارى اي منظر خلاب كل ما يظهر قلة التنظيم و عشوائية المكان. اناس همهم هو الربح و الجودة و النظافة في خبر كان. بعض الثلوج فوق التراب في منطقة منكوبة '	negative
ana makanchouf hta 3enza hit bloc howa ssilahi oila derto bhali ghathenaaw	negative
رحم الله الفنان العبقري الراحل عبـد الحــليم حافظ الذي قل نظيره في زمن الرداءة والتسيب المقصود والممنهج في وطننا لاكلمات لالحن يشفيان غليل ذوقنا اليتيم، فاقد الشيئ لايعطيه'	negative
كلام عظيم'	positive
الصوت الجميل'	positive
الحمد لله الذي اغاثنا على قدر بنيتنا التحتية. '	positive
ah 3lach mafkhbarkch rah ta3i rah a=9ad a3dara man andar goliha tjarab tji bach ntlagaw liha had bab lmatar blhrawat hawajhi ok	negative
l2oghnia dyal chawki w souka m3ahom fiha two tone wa9ila p hadchi li ban lia w lah a3lam ^^	neutral
قيادة جديدة لـ”البام” فالحي الحسني فكازا,	neutral
أحداث “دورة 7 فبراير” فجماعة فاس.. القضاء كيساين جواب دفاع العمدة البقالي قبل الحسم فهاد الضوصي,	neutral
سياسية من الدرجة الاولى	positive
اوا سيرو تخدموا راكوم كتحيدو الدم لعباد الله فالعام والخاص ماكاتحشموش '	negative
chno logiciel li katkhedmi bih bghit ta ana ndir tasamim	neutral
الشيخ ياسين عاش رجلا نزيها فاضلا زاهدا مستقيما ومات على ذلك فهو أهل للاقتداء،'	positive
ماكان ترامب ليأخذ هذا القرار لولا الضوء الاخضر من بعض حكام العرب وخاصة محمود عباس والمحيطين به وبذلك يكون قد عرى عوراتهم '	negative
ou wahed lhaja omggg daba ana je parle pas souvent a aym ou hua kan baghi iakhed dftari while knt kan3red l9or2an ou ou 3iyet	neutral
العدالة و التنمية إنشاء لله	positive
ychedha lik ywsaa lik said	neutral
hhhhhhhh haja limatchbeh molaha hraaam hhhhhh iwa khassna ghir nberdo bhal ibtissam	neutral
من دابا البرنامج ديال الحكومة المقبلة مسطر !!!!! ماجدوى الانتخابات اذا ؟؟؟؟!!!!!!	negative
dakchi dyal khfif drif p	positive
where are those 😍😍😚 kanchofo ghir 9a3 d tanjra hnaya w 3ad zaydinha benefkha 😒😒😒	negative
ghir ntssadro rej3o emails lisaybna nssawto bihom i f face bdina hamla kanhelo les emails	neutral
nsite a samira lbare7 kente f paris 😂😂 3nd jada 😷😂😷 w rada ranmchi l souide 🔫🔫💣 w f ljomo3a r nmchi l ksa nzidek wla brak🙇	neutral
avec la canicule rah lwahed tay doub	neutral
allah ywaf9ak wysahal 3lik ya rab	positive
نهار قبل وصول وزير خارجية الصبليون للمغرب. افتتاح جوج قنصليات فالداخلة لدول امريكا الجنوبية وافريقية,	neutral
ihaaab nta tstaleel la9ab o nta charaftii l maghreeb tkp pas hna mftakhriin biiik wlah ila raak charaf l mdint asefi kan7ma9 3lik	positive
كلنا بنكيران وكلنا معك	positive
daba nti mghribya bezaf 3lik akhti tgouliha wakha bdehk o had lmra bagha tm3ch9i f habib l9alb diriha mais b3id 3la hanane ok	negative
bb sawti m3ana hna plz hahya tari9a	neutral
نبيلة منيب هي لبيدها الحل [[PHOTO]]	positive
قلبي دليلي وقلبي عليكم إنّدل'	positive
فخر بلادي الف مليون مبروك يا ابو مكه تستحقها باكتساح لا منافس لك انت فخر مصر والعرب بنحبك بجد ربنا يوفقك '	positive
الفضائح بالجملة وبالعملة الصعبة في كل المجالات!!! '	negative
“إل باييس” : الشركات ف جزر الكناري خايفة من قوة تنافسية الشركات المغربية,	neutral
الخزي والعار لهاته الحكومة التي تغلط العالم والمغاربة عبر تضليل الرأي العام بإنجازات وهمية والشعب يعيش تحتت عتتبة الفقر	negative
mskin o hwa mnin 9aliha bla terbaya bla akhla9 mslahjya ananya matjrhatch ach ngoulikom lah y3tikom l3z ama dl rakom fih	negative
eih sabab l9araratmana tkoun a7walik bikheeromatkonch haja khayba hiya li 2adit li ha l9arar	positive
tfo kon ghir knt lpharamacie 7ala dak nhar	neutral
عائلة بنصالح ستحودات على “مصرف المغرب”. شراتو من الفرانسيس,	neutral
7ta ntl3 l tanger w njibalk	neutral
charaff liya khtii abi ikhalikk	positive
انا أحب دين الأسلام وأستمع للعلماء المسلمون'	positive
نطلب لك التوفيق والنجاح من عند الله. الشيء الذي لا نفهمه هو لماذا الدولة لا تهتم بشؤون أصحاب الاحتياجات الخاصة في النقل ودخل شهري يحفظ لهم كرامتهم ويعوض لهم مكانتهم وحقهم داخل هذا الوطن.'	negative
ذنوب المتقاعدين اللي زدت عليهم تلات سنوات بلا حق ظلما وعدوانا لن نسامحك'	negative
sadmati f anis aktar min wasim lboldan kolha mtahda ela lmghreb l3arabi	neutral
en plus hna ma3ndna ta haja dad chi hd kolhum mgharba btissam chj3naha o ba9in m3aha o lokhrin lah y3awnhum twfi9	neutral
merci habibti lea wallah mafi menak kelek akhla9 wtiba mabtinsa hada batmanalek kel najah bmot fik ana	positive
“البسيج” دوزو شخص للوكيل العام فسطات كان كيشري المسروقات ديال عصابة “الكيلو” اللي رونوها شفرة وكانو قتلو تاجر فحد السوالم  ف2015,	neutral
hbiba achno kalimat oghniya bghit nssma3 lihaa	neutral
هنيئا لكم يا شعب المغرب الحبيب بالفنان الرائع سعد لمجرد'	positive
اللاعب غير مُقيد في لائحة الأساسية للفريق'	negative
non matkatbo lih walo aslan howa ma3arf walo w rah rj3at lih follow bla matkbroha	neutral
hbiban caad cv 3lik db librak trnii fa3rsooo chno ydiir blizz jwb ila kan 3ndak chi wa9ttt	positive
plz matdwiha 7ta f chi wa7d ila mtaf9in khliwna n3awno wakha hi bretwet	neutral
حتى ولو فاز البيجدي فلن يستطيع تشكيل حكومة منسجمة وسيتم حجب الثقة عنها	negative
فاش كنا كنخرجو 😂	neutral
حقيقة مرة لهذا أطالب و نطالب محاربة هذا الفكر بالإقتصاد و الدين و الإعلام'	negative
الف مبررروك يانجم النجوم 🌟 المغرب الأول العالمي الدوزي💖 يارب من نجاح لنجاح'	positive
والله واخا تبكيهم دم يا اكبر اناني ومتعنت ومتعجرف عرفته حكومة المغرب	negative
يا بني ، لقد فاتك القطار ، كونا منتخب بدونك وحتي وإن انهزم فلا بأس. '	negative
دولة اللصوص ملايير تنفق من اجل تشجييع الفساد حسابكم عند الله'	negative
iwa siri hta tsam3ih mzyan rah 3douya li kayhdar ou yhkam bla mayssma3 ok	negative
wach katntadri mna nssaf9ou liik chej3iha f tissaaaa3 madam baghana n3tiwk tissaaaaaaaaaaaaaaa3	neutral
“نفاق” الشيخ عويطة لي نشط انطلاقة “فرصة”. آراء متطرفة ضد مؤسسات الدولة واتهم وزارة الأوقاف بخدمة البام فالانتخابات وسب الاحرار وشكك فقدرات الاجهزة الأمنية وشبه اخنوش بالسيسي ودافع على تركيا ضد بلادو,	neutral
أصدق سياسي مغربي مر على الحكومات المتعاقبة ..'	positive
الخبيثات للخبيثين'	negative
روشيرشي من الأنتربول بقا سالت حتى عيا وطاح فالمغرب,	neutral
ghada l bety o katwassi fiyaa gheda ghanfay9k bekriisa3a m3amn hhh	neutral
نحن شباب مغاربة في الغربة متعاطفين مع حزب العدالة و التنمية كلنا أمام التلفاز ننتضر بشوق هدا اللقاء التلفزيوني وفقك الله دولة الرئيس'	positive
aaah eraft lghunia mais makan3rafshi bli hada l3unwan diala😂😂	neutral
أطلب من العلي القدير أن ينتقم من هؤلاء الناس المسؤولين في الدنيا قبل الاخرة. أم الاخرة فلا مناص منها عند العلي القدير '	negative
aw safi khali hada daba taf9o 3la hada li ktabti	neutral
hada lidar hadchi ollah ta ghayt3deb f l9br hhhhh	neutral
wlah ya babaha wojat nlemaghrib ya7ta ndiroliha 3aha mosetadima bach nweriwha mgharba chkaysewaw	negative
“الأو سي بي” جنبات المغرب تعديل قانون المالية وعتقات ميزانية الدولة وضخات 8.1 مليار درهم فالخزينة,	neutral
awal soal kanjawb 3lih khatae o marbaht ta no9taaa hhh	neutral
حديقة حيوانات ولازال هنالك اناس لا يؤمنون بنظرية التطو'	negative
الدق فالبوليس متواصل من حموشي على اللي كيفرطو فتطبيق القانون فالسربيس.. توقيف مفتش شرطة ممتاز والتحقيق مع أمنيين وها علاش,	neutral
لجنة العدل والتشريع مدافعة على الحريات الفردية: خاص تعزيزها وحمايتها باش يكون مناخ الثقة,	neutral
ألباريس: كنارياس غيكون عندها ممثل فمفاوضات ترسيم الحدود البحرية مع المغرب,	neutral
يا لروعه كلامك ...لك تحياتي .....اتمنى من جميع ان يأخذوا كلامك عبر للحياة ....للسير نحو'	positive
هادي أجندة وزير خارجية مريكان لي جاي للمغرب وغادي يتلقا محمد بنزايد ويدوز للجزائر,	neutral
ratb9a dima mghribya hadi 9adyat hayat aw mawt bnssba lmgharba	neutral
خليهن منسق مجموعة “السي دي تي” فمجلس المستشارين لـ”كَود”: الأغلبية الحكومية ماقدراتش على تجيري هاد المرحلة وكاينة روينة فتدبير ملف التعليم,	neutral
yemkan ma baghachi sol7 ana hdartlek 3la hadok li ma3andomchi prbl o ana ma3andich mochkil m3a ihab 3andi m3a hadok li	negative
جايبها من لاس بالماس.. الديوانة حجزات أكثر من 3000 قرقوبية عند مسافر فمطار العيون – تصاور,	neutral
واش بغيتوهم يبداو يتكرفسو على العادي والبادي عاد تبقاو أنتما على خاطر خاطركم '	negative
